Date,Symbol,NOCP
12/28/2018,FB,133.2
12/31/2018,FB,131.09
1/2/2019,FB,135.68
1/3/2019,FB,131.74
1/4/2019,FB,137.95
1/7/2019,FB,138.05
1/8/2019,FB,142.53
1/9/2019,FB,144.23
1/10/2019,FB,144.2
1/11/2019,FB,143.8
1/14/2019,FB,145.39
1/15/2019,FB,148.95
1/16/2019,FB,147.54
1/17/2019,FB,148.3
1/18/2019,FB,150.04
1/22/2019,FB,147.57
1/23/2019,FB,144.3
1/24/2019,FB,145.83
1/25/2019,FB,149.01
1/28/2019,FB,147.47
1/29/2019,FB,144.19
1/30/2019,FB,150.42
1/31/2019,FB,166.69
2/1/2019,FB,165.71
2/4/2019,FB,169.25
2/5/2019,FB,171.16
2/6/2019,FB,170.49
2/7/2019,FB,166.38
2/8/2019,FB,167.33
2/11/2019,FB,165.79
2/12/2019,FB,165.04
2/13/2019,FB,164.07
2/14/2019,FB,163.95
2/15/2019,FB,162.5
2/19/2019,FB,162.29
2/20/2019,FB,162.56
2/21/2019,FB,160.04
2/22/2019,FB,161.89
2/25/2019,FB,164.62
2/26/2019,FB,164.13
2/27/2019,FB,162.81
2/28/2019,FB,161.45
3/1/2019,FB,162.28
3/4/2019,FB,167.37
3/5/2019,FB,171.26
3/6/2019,FB,172.51
3/7/2019,FB,169.13
3/8/2019,FB,169.6
3/11/2019,FB,172.07
3/12/2019,FB,171.92
3/13/2019,FB,173.37
3/14/2019,FB,170.17
3/15/2019,FB,165.98
3/18/2019,FB,160.47
3/19/2019,FB,161.57
3/20/2019,FB,165.44
3/21/2019,FB,166.08
3/22/2019,FB,164.34
3/25/2019,FB,166.29
3/26/2019,FB,167.68
3/27/2019,FB,165.87
3/28/2019,FB,165.55
3/29/2019,FB,166.69
4/1/2019,FB,168.7
4/2/2019,FB,174.2
4/3/2019,FB,173.54
4/4/2019,FB,176.02
4/5/2019,FB,175.72
4/8/2019,FB,174.93
4/9/2019,FB,177.58
4/10/2019,FB,177.82
4/11/2019,FB,177.51
4/12/2019,FB,179.1
4/15/2019,FB,179.65
4/16/2019,FB,178.87
4/17/2019,FB,178.78
4/18/2019,FB,178.28
4/22/2019,FB,181.44
4/23/2019,FB,183.78
4/24/2019,FB,182.58
4/25/2019,FB,193.26
4/26/2019,FB,191.49
4/29/2019,FB,194.78
4/30/2019,FB,193.4
5/1/2019,FB,193.03
5/2/2019,FB,192.53
5/3/2019,FB,195.47
5/6/2019,FB,193.88
5/7/2019,FB,189.77
5/8/2019,FB,189.54
5/9/2019,FB,188.65
5/10/2019,FB,188.34
5/13/2019,FB,181.54
5/14/2019,FB,180.73
5/15/2019,FB,186.27
5/16/2019,FB,186.99
5/17/2019,FB,185.3
5/20/2019,FB,182.72
5/21/2019,FB,184.82
5/22/2019,FB,185.32
5/23/2019,FB,180.87
5/24/2019,FB,181.06
5/28/2019,FB,184.31
5/29/2019,FB,182.19
5/30/2019,FB,183.01
5/31/2019,FB,177.47
6/3/2019,FB,164.15
6/4/2019,FB,167.5
6/5/2019,FB,168.17
6/6/2019,FB,168.33
6/7/2019,FB,173.35
6/10/2019,FB,174.82
6/11/2019,FB,178.1
6/12/2019,FB,175.04
6/13/2019,FB,177.47
6/14/2019,FB,181.33
6/17/2019,FB,189.01
6/18/2019,FB,188.47
6/19/2019,FB,187.48
6/20/2019,FB,189.53
6/21/2019,FB,191.14
6/24/2019,FB,192.6
6/25/2019,FB,188.84
6/26/2019,FB,187.66
6/27/2019,FB,189.5
6/28/2019,FB,193
7/1/2019,FB,193
7/2/2019,FB,195
7/3/2019,FB,197.2
7/5/2019,FB,196.4
7/8/2019,FB,195.76
7/9/2019,FB,199.21
7/10/2019,FB,202.73
7/11/2019,FB,201.23
7/12/2019,FB,204.87
7/15/2019,FB,203.91
7/16/2019,FB,203.84
7/17/2019,FB,201.8
7/18/2019,FB,200.78
7/19/2019,FB,198.36
7/22/2019,FB,202.32
7/23/2019,FB,202.36
7/24/2019,FB,204.66
7/25/2019,FB,200.71
7/26/2019,FB,199.75
7/29/2019,FB,195.94
7/30/2019,FB,197.04
7/31/2019,FB,194.23
8/1/2019,FB,192.73
8/2/2019,FB,189.02
8/5/2019,FB,181.73
8/6/2019,FB,184.51
8/7/2019,FB,185.15
8/8/2019,FB,190.16
8/9/2019,FB,187.85
8/12/2019,FB,185.37
8/13/2019,FB,188.45
8/14/2019,FB,179.71
8/15/2019,FB,182.59
8/16/2019,FB,183.7
8/19/2019,FB,186.17
8/20/2019,FB,183.81
8/21/2019,FB,183.55
8/22/2019,FB,182.04
8/23/2019,FB,177.75
8/26/2019,FB,180.36
8/27/2019,FB,181.3
8/28/2019,FB,181.76
8/29/2019,FB,185.57
8/30/2019,FB,185.67
9/3/2019,FB,182.39
9/4/2019,FB,187.14
9/5/2019,FB,190.9
9/6/2019,FB,187.49
9/9/2019,FB,188.76
9/10/2019,FB,186.17
9/11/2019,FB,188.49
9/12/2019,FB,187.47
9/13/2019,FB,187.19
9/16/2019,FB,186.22
9/17/2019,FB,188.08
9/18/2019,FB,188.14
9/19/2019,FB,190.14
9/20/2019,FB,189.93
9/23/2019,FB,186.82
9/24/2019,FB,181.28
9/25/2019,FB,182.8
9/26/2019,FB,180.11
9/27/2019,FB,177.1
9/30/2019,FB,178.08
10/1/2019,FB,175.81
10/2/2019,FB,174.6
10/3/2019,FB,179.38
10/4/2019,FB,180.45
10/7/2019,FB,179.68
10/8/2019,FB,177.75
10/9/2019,FB,179.85
10/10/2019,FB,180.03
10/11/2019,FB,184.19
10/14/2019,FB,183.28
10/15/2019,FB,188.89
10/16/2019,FB,189.55
10/17/2019,FB,190.39
10/18/2019,FB,185.85
10/21/2019,FB,189.76
10/22/2019,FB,182.34
10/23/2019,FB,186.15
10/24/2019,FB,186.38
10/25/2019,FB,187.89
10/28/2019,FB,189.4
10/29/2019,FB,189.31
10/30/2019,FB,188.25
10/31/2019,FB,191.65
11/1/2019,FB,193.62
11/4/2019,FB,194.72
11/5/2019,FB,194.32
11/6/2019,FB,191.55
11/7/2019,FB,190.42
11/8/2019,FB,190.84
11/11/2019,FB,189.61
11/12/2019,FB,194.47
11/13/2019,FB,193.19
11/14/2019,FB,193.15
11/15/2019,FB,195.1
11/18/2019,FB,197.4
11/19/2019,FB,199.32
11/20/2019,FB,197.51
11/21/2019,FB,197.93
11/22/2019,FB,198.82
11/25/2019,FB,199.79
11/26/2019,FB,198.97
11/27/2019,FB,202
11/29/2019,FB,201.64
12/2/2019,FB,199.7
12/3/2019,FB,198.82
12/4/2019,FB,198.71
12/5/2019,FB,199.36
12/6/2019,FB,201.05
12/9/2019,FB,201.34
12/10/2019,FB,200.87
12/11/2019,FB,202.26
12/12/2019,FB,196.75
12/13/2019,FB,194.11
12/16/2019,FB,197.92
12/17/2019,FB,198.39
12/18/2019,FB,202.5
12/19/2019,FB,206.06
12/20/2019,FB,206.3
12/23/2019,FB,206.18
12/24/2019,FB,205.12
12/26/2019,FB,207.79
12/27/2019,FB,208.1
12/30/2019,FB,204.41
